OBJECTID,workclass,permitclass,proposedworkdescription,permitclassmapped,applieddate,issueddate,estprojectcost,constcompletedofficial,censuslanduse,censuslandusecode,contractorcompanyname,contractorcity,countylocation,description,expiresdate,fee,housingunitstotal,issueddate_mth,issueddate_yr,jurisdiction_inout_ral,latitude_perm,longitude_perm,originalzip,proposeduse,recordupdatedate,statuscurrent,statuscurrentmapped,workclassmapped,CreationDate,EditDate,permitnum
270021,Foundation Only,,Externally illuminated tract ID sign for North Ridge Pointe Subdivision (Litchford Rd entrance).,Non-Residential,2024/08/23 07:54:14+00,2024/09/05 16:28:55.933+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,Span Builders,,,Externally illuminated tract ID sign for North Ridge Pointe Subdivision (Litchford Rd entrance).,2025/10/14 11:35:15+00,188,,9,2024,Inside City Limits,35.8843519,-78.6001789,27615,"	 MISCELLANEOUS SUCH AS FENCES",2024/12/19 13:53:03.340+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2024/12/22 11:06:50.841+00,BLDNR-042403-2024
270022,Accessory Structure,,Lot# 5 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:50:37.173+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot# 5 DETACHED GARAGE,2025/04/20 00:00:00+00,353,,10,2024,Inside City Limits,35.81142492,-78.65416088,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/10/22 12:50:37.173+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/10/25 11:07:17.029+00,BLDR-043270-2024
270023,New Single Family Dwelling,,"Budleigh East Cottage Court

Lot #5 - Type B

SFD; Detached Garage Permitted Separately

SPR-0009-20",Residential,2024/08/05 16:20:48.120+00,2024/11/13 20:12:45.647+00,268402.92,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Budleigh East Cottage Court

Lot #5 - Type B

SFD; Detached Garage Permitted Separately

SPR-0009-20",2025/05/12 00:00:00+00,4859,,11,2024,Inside City Limits,35.81142492,-78.65416088,27608, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/14 01:53:49.427+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/16 11:06:43.282+00,BLDR-043188-2024
270024,Alteration/Repairs ,,REMOVE/REPLACE 12 WINDOWS,Residential,2024/08/28 13:12:31.443+00,2024/09/04 21:13:03.823+00,11425,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,WINDOW NATION,GLASTONBURY,,REMOVE/REPLACE 12 WINDOWS,2025/11/06 13:29:32+00,127,,9,2024,Inside City Limits,35.77348992,-78.69486337,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/06 13:29:39.330+00,Complete,Permit Finaled,Existing,2024/08/30 11:06:33.796+00,2024/11/09 11:06:35.387+00,BLDR-043254-2024
270025,New Residential Dwelling,,"Budleigh East Cottage Court

Lot #1 - Type B

SFD; Detached Garage Permitted Separately

SPR-0009-20",Residential,2024/08/05 16:20:48.120+00,2024/11/27 14:43:56.423+00,268402.92,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Budleigh East Cottage Court

Lot #1 - Type B

SFD; Detached Garage Permitted Separately

SPR-0009-20",2026/01/14 17:33:30+00,4859,,11,2024,Inside City Limits,35.81182991,-78.65415188,27608, DETACHED SINGLE FAMILY DWELLING,2025/01/14 17:33:42.830+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043189-2024
270026,Accessory Structure,,Lot# 1 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:50:21.290+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot# 1 DETACHED GARAGE,2026/01/14 17:33:29+00,353,,10,2024,Inside City Limits,35.81182991,-78.65415188,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2025/01/14 17:33:38.610+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043271-2024
270027,New Single Family Dwelling,,"Lot#11 Budleigh East Cottage Court / Type A

New SFD; Detached Garage Permitted Separately

SPR-0009",Residential,2024/08/05 16:20:48.120+00,2024/11/13 20:26:37.683+00,265304.88,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Lot#11 Budleigh East Cottage Court / Type A

New SFD; Detached Garage Permitted Separately

SPR-0009",2025/05/12 00:00:00+00,4849,,11,2024,Inside City Limits,35.81149692,-78.65394038,27608, DETACHED SINGLE FAMILY DWELLING,2024/11/14 01:53:58.020+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/16 11:06:43.282+00,BLDR-043183-2024
270028,Accessory Structure,,Lot #11 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:50:43.490+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot #11 DETACHED GARAGE,2025/04/20 00:00:00+00,353,,10,2024,Inside City Limits,35.81149692,-78.65394038,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/11/05 08:46:01.460+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/08 11:06:38.828+00,BLDR-043265-2024
270029,Alteration/Repairs ,,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace. A 20",Residential,2024/08/28 14:44:18+00,2024/08/29 16:24:43+00,13400,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Groundworks Operations North Carolina, LLC DBA-JES",,,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace. A 20",2025/02/25 00:00:00+00,127,,8,2024,Inside City Limits,35.91311589,-78.5861344,27614, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/08/29 16:24:43+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2024/09/01 11:05:51.799+00,BLDR-043323-2024
270030,Alteration/Repairs ,,"Bath + closet renovation, exterior repairs",Residential,2024/08/28 14:56:47.193+00,2024/08/30 19:35:43.930+00,12110.52,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Southern Concepts Design & Build,Raleigh,,"Bath + closet renovation, exterior repairs",2025/12/23 15:09:10+00,127,,8,2024,Inside City Limits,35.84070191,-78.63705639,27607, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/02 10:47:04.050+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2025/01/05 11:06:18.927+00,BLDR-043330-2024
270031,New Residential Dwelling,,"Budleigh East Cottage Court
Field Verify Truss Plans
Lot #2 - Type A

SFD; Detached Garage Permitted",Residential,2024/08/05 16:20:48.120+00,2024/10/22 14:11:08.260+00,253476,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Budleigh East Cottage Court
Field Verify Truss Plans
Lot #2 - Type A

SFD; Detached Garage Permitted",2026/01/14 17:33:28+00,4805,,10,2024,Inside City Limits,35.81173091,-78.65414288,27608, DETACHED SINGLE FAMILY DWELLING,2025/01/14 17:33:35.673+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043186-2024
270032,Accessory Structure,,Lot# 2 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:50:14.227+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot# 2 DETACHED GARAGE,2026/01/14 17:33:26+00,353,,10,2024,Inside City Limits,35.81173091,-78.65414288,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2025/01/14 17:33:31.933+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043268-2024
270033,New Residential Dwelling,,"New Single Family Dwelling
Budleigh East Cottage Court
Lot #8 - Type BB
Monoslab
Detached Garage
Rea",Residential,2024/08/05 16:20:48.120+00,2024/11/13 20:34:41.527+00,268402.92,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"New Single Family Dwelling
Budleigh East Cottage Court
Lot #8 - Type BB
Monoslab
Detached Garage
Rea",2026/01/14 17:37:00+00,4859,,11,2024,Inside City Limits,35.81183891,-78.65394938,27608, DETACHED SINGLE FAMILY DWELLING,2025/01/14 17:37:14.663+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043184-2024
270034,Accessory Structure,,Lot#  8 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:50:50.193+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot#  8 DETACHED GARAGE,2026/01/14 17:36:59+00,353,,10,2024,Inside City Limits,35.81183891,-78.65394938,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2025/01/14 17:37:11.047+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043273-2024
270035,Accessory Structure,,12' x 20' Carport,Residential,2024/08/28 10:22:21.307+00,2024/09/24 17:38:28.780+00,13094.4,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,,,,12' x 20' Carport,2025/12/01 14:22:53+00,420,,9,2024,Inside City Limits,35.78124792,-78.69740137,27606,"	 RESIDENTIAL GARAGE OR CARPORT",2024/12/02 12:42:44.953+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/12/05 11:07:18.778+00,BLDR-043163-2024
270037,Townhouse,,"NEW TH LOTS 62-63, SPR-0226-2022, PROJECT CONSISTS OF 2 CASES. 2 STORY  W/BASEMENT R-3 OCC 5-B CONST",Residential,2024/08/28 12:17:59.127+00,2024/10/23 15:26:37.877+00,557083.92,No,"	 RESIDENTIAL TOWNHOUSE",102,BAKER RESIDENTIAL,Cary,,"NEW TH LOTS 62-63, SPR-0226-2022, PROJECT CONSISTS OF 2 CASES. 2 STORY  W/BASEMENT R-3 OCC 5-B CONST",2026/01/07 13:11:31+00,6310,,10,2024,Inside City Limits,35.83473491,-78.70486687,27612,"	 RESIDENTIAL TOWNHOUSE",2025/01/07 13:11:42.443+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2025/01/10 11:06:35.222+00,BLDR-043237-2024
270038,Accessory Structure,,Lot # 12 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/11/11 13:32:10.230+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot # 12 DETACHED GARAGE,2025/05/10 00:00:00+00,353,,11,2024,Inside City Limits,35.81140692,-78.65391788,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/11/11 13:32:10.230+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/14 11:06:29.865+00,BLDR-043262-2024
270041,New Single Family Dwelling,,"Budleigh East Cottage Court

Lot #4 - Type AA / New SFD
- Detached Garage Permitted Separately

SPR-",Residential,2024/08/05 16:20:48.120+00,2024/11/27 14:45:06.463+00,265304.88,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Budleigh East Cottage Court

Lot #4 - Type AA / New SFD
- Detached Garage Permitted Separately

SPR-",2025/05/26 00:00:00+00,4849,,11,2024,Inside City Limits,35.81151492,-78.65415188,27608, DETACHED SINGLE FAMILY DWELLING,2024/11/28 01:29:45.363+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/30 11:06:57.212+00,BLDR-043187-2024
270042,Accessory Structure,,Lot #4 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:50:30.090+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot #4 DETACHED GARAGE,2025/04/20 00:00:00+00,353,,10,2024,Inside City Limits,35.81151492,-78.65415188,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/10/22 12:50:30.090+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/10/25 11:07:17.029+00,BLDR-043272-2024
270043,Awning/Canopy,,Replace 125sf walkway & canopy,Non-Residential,2024/08/28 11:12:47+00,2024/09/12 13:55:44+00,92465,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,"McKenna Construction Company, Inc.",Morrisville,Wake,Replace 125sf walkway & canopy,2025/03/11 00:00:00+00,117,,9,2024,Inside City Limits,35.77385893,-78.71759737,27606,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/09/12 13:55:44+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2024/09/15 11:05:56.607+00,BLDNR-043211-2024
270044,Deck/Porch,,We are replacing a deck that was destroyed by a tree that fell in recent storm.  Deck size is not ch,Residential,2024/08/28 20:23:43.587+00,2024/09/09 10:57:43.300+00,18218,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,KLM Design and Build,Holly Springs,,We are replacing a deck that was destroyed by a tree that fell in recent storm.  Deck size is not ch,2025/12/02 13:29:13+00,586,,9,2024,Inside City Limits,35.8713559,-78.67442438,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/02 13:29:49.063+00,Complete,Permit Finaled,Existing,2024/08/30 11:06:33.796+00,2024/12/05 11:07:18.778+00,BLDR-043405-2024
270045,Retaining Wall,,Retaining Wall #4,Non-Residential,2024/07/22 14:42:00+00,2024/09/11 21:30:47.390+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,LEGACY CUSTOM HOMES,,WC,Retaining Wall #4,2025/03/10 00:00:00+00,117,,9,2024,Inside City Limits,35.80293792,-78.66441188,27608,"	 MISCELLANEOUS SUCH AS FENCES",2024/11/19 11:46:37.953+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2024/11/22 11:06:40.762+00,BLDNR-036342-2024
270046,Accessory Structure,,Lot # 3 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:51:14.620+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot # 3 DETACHED GARAGE,2025/04/20 00:00:00+00,353,,10,2024,Inside City Limits,35.81162292,-78.65416088,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/10/22 12:51:14.620+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/10/25 11:07:17.029+00,BLDR-043269-2024
270048,New Single Family Dwelling,,"Budleigh East Cottage Court

Lot #7 - Type BB

SFD; Detached Garage Permitted Separately

SPR-0009-2",Residential,2024/08/05 16:20:48.120+00,2024/11/14 15:51:46.880+00,268402.92,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Budleigh East Cottage Court

Lot #7 - Type BB

SFD; Detached Garage Permitted Separately

SPR-0009-2",2025/05/13 00:00:00+00,4859,,11,2024,Inside City Limits,35.81119092,-78.65415188,27608, DETACHED SINGLE FAMILY DWELLING,2024/12/03 14:01:31.380+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/12/06 11:06:12.977+00,BLDR-043179-2024
270049,Accessory Structure,,Lot# 7 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/11/11 13:32:16.350+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot# 7 DETACHED GARAGE,2025/05/10 00:00:00+00,353,,11,2024,Inside City Limits,35.81119092,-78.65415188,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/11/13 08:57:06.817+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/16 11:06:43.282+00,BLDR-043263-2024
270050,New Single Family Dwelling,,"New Single Family Dwelling
Budleigh East Cottage Court
Lot #13 - Type AA
Detached Garage
Fireplace i",Residential,2024/08/05 16:20:48.120+00,2024/11/19 19:41:07.477+00,265304.88,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"New Single Family Dwelling
Budleigh East Cottage Court
Lot #13 - Type AA
Detached Garage
Fireplace i",2025/05/18 00:00:00+00,4849,,11,2024,Inside City Limits,35.81129892,-78.65392688,27608, DETACHED SINGLE FAMILY DWELLING,2024/11/20 01:54:55.320+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/22 11:06:40.762+00,BLDR-043178-2024
270051,Accessory Structure,,Lot #13 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/11/20 20:16:14.263+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot #13 DETACHED GARAGE,2025/05/19 00:00:00+00,353,,11,2024,Inside City Limits,35.94031388,-78.54245291,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/11/20 20:16:14.263+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/23 11:06:56.222+00,BLDR-043261-2024
270052,Alteration/Repairs ,,***PONY EXPRESS***Partial interior renovation of an existing animal hospital COMPLETE PT CARE BUILDI,Non-Residential,2024/08/28 15:21:48+00,2024/12/31 04:11:35.073+00,331449.25,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,"Luxury Oaks Custom Builders, LLC",,Wake,***PONY EXPRESS***Partial interior renovation of an existing animal hospital COMPLETE PT CARE BUILDI,2025/06/29 00:00:00+00,1346,,12,2024,Inside City Limits,35.90310789,-78.6027799,27615,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/31 04:11:35.073+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2025/01/02 11:06:38.820+00,BLDNR-043360-2024
270054,Alteration/Repairs ,,Remove 12'x15' metal structure enclosing loading dock- loading dock to remain. No MEP involved,Non-Residential,2024/08/28 11:18:15+00,2024/10/02 13:17:42.670+00,9707.4,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,ZURDO TRUCKING INC.,,Wake,Remove 12'x15' metal structure enclosing loading dock- loading dock to remain. No MEP involved,2025/10/23 11:53:13+00,176,,10,2024,Inside City Limits,35.79186792,-78.65980388,27604,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/10/23 11:53:24.997+00,Complete,Permit Finaled,Existing,2024/08/30 11:06:33.796+00,2024/10/26 11:07:27.112+00,BLDNR-043215-2024
270055,Alteration/Repairs ,,"Plumbing- Move kitchen faucet, install new faucet, disposal, ice maker with drain, move and install ",Residential,2024/08/28 16:11:08.253+00,2024/09/16 16:58:42.137+00,77440,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,MOSS CONSTRUCTION AND DESIGN LLC,Raleigh,,"Plumbing- Move kitchen faucet, install new faucet, disposal, ice maker with drain, move and install ",2025/11/06 13:54:05+00,643,,9,2024,Inside City Limits,35.84368991,-78.65292788,27609, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/06 13:54:13.987+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2024/11/09 11:06:35.387+00,BLDR-043373-2024
270056,Addition,,Finish 116 sq ft unfinished attic space to finished space,Residential,2024/08/28 15:11:29.310+00,2024/09/30 19:32:36.077+00,16335.12,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"J. A. Harris, LLC",Creedmoor,,Finish 116 sq ft unfinished attic space to finished space,2025/12/11 15:51:26+00,420,,9,2024,Inside City Limits,35.81883191,-78.66730088,27608, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/12 08:53:23.650+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/12/15 11:06:15.888+00,BLDR-043341-2024
270059,Alteration/Repairs ,,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace. Two ",Residential,2024/08/28 11:42:19.167+00,2024/08/29 16:36:47.183+00,18100,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Groundworks Operations North Carolina, LLC DBA-JES",,,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace. Two ",2025/10/09 09:28:24+00,244,,8,2024,Inside City Limits,,,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/10/09 09:32:00.940+00,Complete,Permit Finaled,Existing,2024/08/30 11:06:33.796+00,2024/10/13 16:58:51.766+00,BLDR-043219-2024
270060,New Residential Dwelling,,"New Single Family Dwelling 
Budleigh East Cottage Court
Lot #9- Type AA
Note: Detached Garage to be ",Residential,2024/08/05 16:20:48.120+00,2024/11/12 17:26:22.777+00,265304.88,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"New Single Family Dwelling 
Budleigh East Cottage Court
Lot #9- Type AA
Note: Detached Garage to be ",2026/01/14 17:36:58+00,4849,,11,2024,Inside City Limits,35.81172191,-78.65396288,27608, DETACHED SINGLE FAMILY DWELLING,2025/01/14 17:37:07.413+00,Issued,Permit Issued,Existing,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043180-2024
270061,Accessory Structure,,Lot #9 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:51:07.413+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot #9 DETACHED GARAGE,2026/01/14 17:36:57+00,353,,10,2024,Inside City Limits,35.81172191,-78.65396288,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2025/01/14 17:37:02.970+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2025/01/17 11:06:44.372+00,BLDR-043267-2024
270062,Temporary Trailer,,Temporary single wide job site office trailer 8x30,Non-Residential,2024/08/28 11:44:50+00,2024/09/19 14:29:08+00,0,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,"ABI COMPANIES, INC.",,Wake,Temporary single wide job site office trailer 8x30,2025/03/18 00:00:00+00,379,,9,2024,Inside City Limits,35.77963692,-78.6241774,27601,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2024/09/19 14:29:08+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/09/22 11:05:53.540+00,BLDNR-043223-2024
270063,New Single Family Dwelling,,"Lot #6 Budleigh East Cottage Court

Lot #12 - Type BB

SFD; Detached Garage Permitted Separately

SP",Residential,2024/08/05 16:20:48.120+00,2024/11/13 20:30:29.913+00,265304.88,No, DETACHED SINGLE FAMILY DWELLING,101,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,"Lot #6 Budleigh East Cottage Court

Lot #12 - Type BB

SFD; Detached Garage Permitted Separately

SP",2025/05/12 00:00:00+00,4849,,11,2024,Inside City Limits,35.81130792,-78.65416088,27608, DETACHED SINGLE FAMILY DWELLING,2024/11/14 11:24:01.677+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/11/17 11:06:40.557+00,BLDR-043182-2024
270064,Accessory Structure,,Lot #6 DETACHED GARAGE,Residential,2024/08/28 13:13:27+00,2024/10/22 12:51:00.787+00,24060.96,No,"	 RESIDENTIAL GARAGE OR CARPORT",438,WILLIAMS REALTY & BUILDING COMPANY INC.,,Wake,Lot #6 DETACHED GARAGE,2025/04/20 00:00:00+00,353,,10,2024,Inside City Limits,35.81130792,-78.65416088,27608,"	 RESIDENTIAL GARAGE OR CARPORT",2024/10/22 08:51:21.683+00,Issued,Permit Issued,New,2024/08/30 11:06:33.796+00,2024/10/25 11:07:17.029+00,BLDR-043264-2024
270068,Addition,,"ADDITION: Adding new heated space in the form of: New Master Bedroom, 2 bathrooms, kitchen extension",Residential,2024/08/29 15:44:58.087+00,2024/10/25 15:42:06.553+00,213764.76,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"RB Rouse, LLC",SEVEN SPRINGS,,"ADDITION: Adding new heated space in the form of: New Master Bedroom, 2 bathrooms, kitchen extension",2026/01/15 13:00:00+00,1687,,10,2024,Inside City Limits,35.84860391,-78.68312287,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 12:39:49.040+00,Issued,Permit Issued,New,2024/08/31 11:06:04.140+00,2025/01/19 11:06:06.756+00,BLDR-043683-2024
